User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1001196,Megan,P00113042,M,18-25,25,1,Iowa,Western,Lawyer,Food,3,140.45,,
1005996,Ella,P00205642,M,26-35,27,0,Wyoming,Western,IT Sector,Food,1,140.45,,
1000136,Michael,P00049542,F,18-25,23,1,West Virginia,Central,Chemical,Food,3,140.44,,
1000303,Grace,P00028842,F,26-35,34,0,Alaska,Central,IT Sector,Food,2,140.42,,
1000424,Henry,P00144642,F,26-35,26,0,Maryland,Eastern,Banking,Food,3,140.36,,
1003669,Grace,P00148742,F,26-35,29,0,Delaware,Western,Aviation,Food,4,140.35,,
1001959,Joshua,P00057642,M,51-55,54,0,West Virginia,Southern,Retail,Food,4,140.34,,
1000610,Ella,P00187342,F,26-35,32,0,California,Western,Govt,Food,4,140.32,,
1003457,Ava,P00111942,F,26-35,28,0,Nebraska,Northern,Aviation,Food,1,140.32,,
1004213,Victoria,P00274942,F,36-45,38,0,Washington,Southern,Hospitality,Food,3,140.29,,
1004214,Mason,P00047242,M,26-35,28,1,Missouri,Central,Banking,Food,2,140.27,,
1001934,Sophia,P00250842,F,26-35,30,0,New Mexico,Western,IT Sector,Food,4,140.26,,
1004064,Ella,P0095042,F,46-50,46,1,Hawaii,Western,Govt,Food,1,140.26,,
1004107,Jack,P00243942,M,26-35,32,0,Indiana,Southern,Agriculture,Food,3,140.24,,
1002205,Daniel,P0095842,M,26-35,28,0,Colorado,Central,Media,Food,4,140.24,,
1005594,Alexander,P00086342,M,46-50,50,0,Connecticut,Central,Healthcare,Food,1,140.24,,
1003031,Sophia,P00222842,M,18-25,18,1,Montana,Eastern,Automobile,Food,1,140.21,,
1002999,Samantha,P00023342,F,26-35,28,0,North Dakota,Central,Automobile,Food,4,140.17,,
1004194,Grace,P00258742,F,18-25,23,0,Minnesota,Western,Healthcare,Food,2,140.17,,
1002868,Jack,P00230942,F,36-45,36,0,West Virginia,Eastern,Aviation,Food,1,140.16,,
1000630,Jack,P00121642,M,36-45,45,0,Michigan,Eastern,Govt,Food,1,140.15,,
1000575,Daniel,P00132942,F,26-35,30,0,Hawaii,Southern,Healthcare,Food,2,140.15,,
1003786,Jessica,P00002542,M,26-35,33,0,Iowa,Central,Aviation,Food,1,140.15,,
1000695,Matthew,P00217742,M,18-25,20,1,Oregon,Central,Retail,Food,3,140.14,,
1005065,Jessica,P00303442,F,26-35,29,1,North Carolina,Southern,Agriculture,Food,3,140.12,,
1003610,Ethan,P00313642,F,18-25,23,0,Colorado,Central,IT Sector,Food,2,140.11,,
1000549,Leo,P00218342,F,26-35,26,1,South Carolina,Central,Aviation,Food,4,140.11,,
1001088,Ava,P00262542,M,0-17,15,0,North Carolina,Eastern,Food Processing,Food,3,140.09,,
1005978,Daniel,P00191442,M,36-45,40,1,Louisiana,Southern,Chemical,Food,1,140.09,,
1003579,Charlotte,P00127742,F,18-25,18,1,Wyoming,Southern,Textile,Food,3,140.08,,
1000950,James,P00112142,F,36-45,42,1,Colorado,Western,Agriculture,Food,2,140.08,,
1004748,Samantha,P00212042,F,46-50,48,0,Nevada,Southern,Hospitality,Food,3,140.06,,
1002064,Zoe,P00142942,F,36-45,42,0,New Mexico,Northern,Healthcare,Food,2,140.06,,
1005511,Christopher,P00287642,F,46-50,46,1,Florida,Central,Aviation,Food,1,140.05,,
1005548,Alexander,P00021042,M,18-25,25,1,Indiana,Central,Aviation,Food,3,140.03,,
1000534,Charlotte,P00157642,F,26-35,30,1,New Mexico,Central,IT Sector,Food,2,140.02,,
1002129,Alexander,P00233842,F,26-35,33,1,Vermont,Central,Chemical,Food,3,140.02,,
1005107,Mason,P00276342,M,46-50,48,1,Idaho,Central,Aviation,Food,4,140.02,,
1000832,Jessica,P00174442,F,18-25,22,0,Delaware,Southern,Banking,Food,2,140,,
1001413,Sarah,P00355142,F,18-25,18,0,Wisconsin,Eastern,Media,Food,2,140,,
1005654,Sarah,P00119442,F,26-35,27,1,South Dakota,Central,Hospitality,Food,2,140,,
1005530,Charlotte,P00346442,M,18-25,20,1,Indiana,Eastern,Aviation,Food,4,140,,
1002655,Daniel,P00173242,F,36-45,38,1,Texas,Central,Aviation,Food,2,140,,
1005734,Benjamin,P00295942,M,26-35,27,0,Washington,Central,Healthcare,Food,1,139.87,,
1002276,Lucas,P00213742,F,55+,56,0,Vermont,Central,IT Sector,Food,2,139.87,,
1002105,Michael,P00230842,F,26-35,35,1,Nevada,Central,Media,Food,1,139.86,,
1000984,David,P00178542,F,51-55,55,0,New Mexico,Western,Retail,Food,3,139.86,,
1000202,Daniel,P00033042,F,18-25,22,1,New Mexico,Western,Construction,Food,1,139.75,,
1005649,Ella,P00027142,M,18-25,19,1,Mississippi,Central,Hospitality,Food,1,139.75,,
1005858,Leo,P00028842,F,26-35,31,0,Maryland,Western,Media,Food,4,139.7,,
1000539,Ethan,P00285642,M,26-35,30,0,Montana,Western,Banking,Food,4,139.69,,
1002208,Michael,P00010742,F,26-35,31,0,Pennsylvania,Southern,Banking,Food,2,139.68,,
1004140,Matthew,P00032042,F,26-35,32,0,Tennessee,Western,IT Sector,Food,2,139.68,,
1003686,Samantha,P00343042,M,26-35,32,0,North Dakota,Southern,IT Sector,Food,4,139.67,,
1001434,Matthew,P00259542,M,0-17,13,0,North Dakota,Northern,Healthcare,Food,1,139.66,,
1000851,Ella,P00251842,F,18-25,23,1,Utah,Southern,Automobile,Food,2,139.66,,
1002857,Zoe,P00110742,F,26-35,30,1,Kansas,Eastern,Retail,Food,3,139.63,,
1001414,Sophia,P00140742,F,18-25,24,1,Illinois,Western,Aviation,Food,3,139.63,,
1001298,Isabella,P00033742,F,36-45,38,1,Wyoming,Western,Food Processing,Food,2,139.62,,
1002546,James,P00175942,M,55+,64,0,Tennessee,Southern,Govt,Food,3,139.61,,
1005788,Charlotte,P00197242,F,26-35,33,0,Arizona,Western,Aviation,Food,2,139.6,,
1003474,Mason,P00240242,F,36-45,42,0,Ohio,Northern,Govt,Food,4,139.6,,
1003336,Christopher,P00255942,F,36-45,38,1,Alabama,Central,Retail,Food,3,139.58,,
1003507,Benjamin,P00260042,F,26-35,30,1,Colorado,Southern,Aviation,Food,2,139.55,,
1004238,Samantha,P00259542,F,36-45,38,0,Vermont,Southern,IT Sector,Food,2,139.55,,
1004953,Madison,P00149542,F,36-45,36,1,New Jersey,Central,Govt,Food,2,139.49,,
1003882,Michael,P00072942,F,55+,89,0,New Jersey,Central,Lawyer,Food,3,139.42,,
1001733,Jack,P00364842,F,18-25,23,1,Iowa,Northern,IT Sector,Food,2,139.4,,
1004386,Liam,P00101742,F,26-35,31,0,Maryland,Central,Retail,Food,4,139.39,,
1005014,Daniel,P00105142,F,46-50,49,1,Pennsylvania,Central,Food Processing,Food,2,139.37,,
1000651,Alexander,P00120342,F,36-45,45,0,Mississippi,Central,Chemical,Food,3,139.36,,
1004434,Leo,P00307642,M,36-45,39,1,Alaska,Central,Banking,Food,3,139.33,,
1003299,William,P00358042,M,26-35,31,0,New York,Southern,Hospitality,Food,3,139.32,,
1000765,Christopher,P00044242,F,26-35,27,0,New Mexico,Western,Govt,Food,2,139.31,,
1002124,David,P00295842,F,26-35,35,0,Minnesota,Central,Banking,Food,3,139.31,,
1000095,Jessica,P00198742,F,46-50,47,1,North Dakota,Southern,Automobile,Food,1,139.3,,
1001447,Henry,P00193642,F,18-25,22,0,Vermont,Central,Aviation,Food,1,139.28,,
1003331,Isabella,P00250242,M,26-35,26,1,Maryland,Central,Govt,Food,4,139.27,,
1004522,Alexander,P00171742,F,46-50,46,0,Alabama,Southern,IT Sector,Food,2,139.27,,
1001153,Ethan,P00249742,F,18-25,23,0,South Dakota,Western,Hospitality,Food,4,139.27,,
1004543,Jessica,P00240142,F,26-35,26,0,North Dakota,Western,Automobile,Food,1,139.27,,
1001632,William,P00119542,M,26-35,32,1,Tennessee,Northern,Banking,Food,4,139.27,,
1004618,Grace,P00241242,F,26-35,29,0,Massachusetts,Eastern,Healthcare,Food,1,139.26,,
1000429,William,P00257042,F,18-25,23,1,Rhode Island,Central,Textile,Food,2,139.26,,
1002773,Christopher,P00086042,F,36-45,40,1,Tennessee,Central,Aviation,Food,3,139.25,,
1003963,Michael,P00230942,F,51-55,54,0,Maryland,Southern,Agriculture,Food,2,139.25,,
1001360,Emily,P00014642,F,26-35,31,0,Oregon,Central,Retail,Food,3,139.25,,
1003834,Samuel,P00161542,F,18-25,20,1,Arizona,Eastern,Banking,Food,1,139.24,,
1003029,Daniel,P00016342,F,18-25,18,1,Tennessee,Central,Hospitality,Food,1,139.24,,
1002396,William,P00059442,M,18-25,21,1,Kentucky,Northern,Healthcare,Food,3,139.22,,
1001988,Ava,P00028042,M,26-35,28,0,Indiana,Southern,Media,Food,3,139.22,,
1001600,Samuel,P00084042,F,36-45,36,1,Idaho,Southern,IT Sector,Food,2,139.21,,
1003370,Daniel,P00183742,F,18-25,19,0,Hawaii,Eastern,IT Sector,Food,4,139.21,,
1003829,Mason,P0093742,M,26-35,28,0,Oregon,Northern,Banking,Food,4,139.21,,
1004347,John,P00223342,M,18-25,18,1,Massachusetts,Southern,Aviation,Food,4,139.21,,
1003055,Daniel,P00270942,M,26-35,27,1,Arizona,Central,Textile,Food,1,139.18,,
1000319,Liam,P00010842,M,51-55,54,1,Vermont,Western,Aviation,Food,4,139.18,,
1001296,Ava,P00364842,F,0-17,12,0,Virginia,Eastern,Healthcare,Food,1,139.14,,
1005582,Mason,P00244342,M,46-50,46,1,Indiana,Central,IT Sector,Food,2,139.12,,
1005534,William,P00250342,F,46-50,47,0,Minnesota,Northern,Hospitality,Food,2,139.09,,
1002163,Alexander,P00186642,F,18-25,20,0,Oklahoma,Central,Agriculture,Food,1,139.08,,
1001805,Henry,P00320742,F,18-25,24,0,Montana,Southern,Banking,Food,2,139.06,,
1002883,Sarah,P00279642,F,18-25,21,0,Alaska,Central,Govt,Food,3,139.06,,
1001935,Michael,P00085742,M,0-17,17,1,Arkansas,Eastern,Lawyer,Food,2,139.02,,
1003055,Henry,P00262242,M,26-35,33,0,New Mexico,Central,IT Sector,Food,4,139.02,,
1003922,Ethan,P00022542,F,18-25,23,1,Massachusetts,Western,Govt,Food,2,139.02,,
1003698,Christopher,P00338442,F,26-35,33,0,New Hampshire,Eastern,Aviation,Food,2,139.01,,
1006005,Henry,P00181642,M,26-35,29,0,Utah,Western,Automobile,Food,1,139,,
1002507,Charlotte,P00295342,F,26-35,28,0,South Carolina,Central,Healthcare,Food,3,138.97,,
1000678,Emily,P00331242,F,26-35,35,0,Washington,Southern,Healthcare,Food,4,138.96,,
1000843,Joshua,P00153742,F,26-35,30,1,Alabama,Eastern,Aviation,Food,2,138.94,,
1002038,Isabella,P00119042,M,46-50,49,0,Utah,Eastern,Agriculture,Food,4,138.94,,
1003625,Madison,P00262242,F,18-25,24,1,New Jersey,Western,Food Processing,Food,3,138.94,,
1003349,John,P00044442,M,18-25,20,0,Oklahoma,Southern,IT Sector,Food,4,138.91,,
1000637,Joshua,P00111742,F,36-45,37,1,Wyoming,Western,Agriculture,Food,1,138.91,,
1000149,Samuel,P00112142,F,26-35,33,1,Massachusetts,Central,Banking,Food,3,138.91,,
1001211,Amelia,P00145042,F,18-25,22,1,Oklahoma,Central,Retail,Food,1,138.88,,
1003742,Zoe,P00259342,F,26-35,35,0,North Carolina,Northern,Govt,Food,1,138.85,,
1002986,Charlotte,P00114942,F,26-35,30,0,Kentucky,Central,IT Sector,Food,1,138.85,,
1004227,Sophia,P00179042,F,26-35,32,0,Pennsylvania,Southern,Automobile,Food,4,138.83,,
1000802,Jack,P00238442,F,26-35,30,0,New Mexico,Central,Healthcare,Food,3,138.8,,
1002847,Zoe,P00150342,F,18-25,20,0,Minnesota,Southern,Healthcare,Food,1,138.79,,
1000411,David,P00144242,M,46-50,50,1,Ohio,Eastern,Construction,Food,1,138.78,,
1000187,Jack,P00132242,M,46-50,46,1,Colorado,Southern,Healthcare,Food,2,138.77,,
1005834,David,P00281042,F,55+,80,0,Tennessee,Central,Retail,Food,1,138.76,,
1003585,Madison,P00330342,F,36-45,40,0,Rhode Island,Southern,Govt,Food,1,138.72,,
1002383,Ethan,P00058142,M,26-35,32,1,Connecticut,Southern,Govt,Food,4,138.68,,
1001853,Daniel,P00216742,F,51-55,51,0,Wyoming,Central,Retail,Food,1,138.68,,
1002137,Liam,P00370242,M,0-17,13,0,Pennsylvania,Central,Lawyer,Food,2,138.67,,
1000330,Benjamin,P00085342,F,55+,60,0,Idaho,Western,Govt,Food,4,138.66,,
1004489,Ethan,P00028842,F,18-25,19,1,Delaware,Western,Hospitality,Food,4,138.66,,
1000746,Ethan,P00345642,M,18-25,24,1,New Hampshire,Eastern,IT Sector,Food,1,138.62,,
1002109,Megan,P00144642,F,26-35,35,0,Idaho,Central,Banking,Food,2,138.61,,
1005972,Jessica,P00283242,M,26-35,35,0,Wyoming,Eastern,IT Sector,Food,4,138.6,,
1004168,Samantha,P00296042,M,46-50,49,0,Washington,Central,IT Sector,Food,3,138.6,,
1002018,Jack,P00259142,F,36-45,44,0,New Mexico,Southern,Healthcare,Food,2,138.6,,
1001854,Olivia,P00223042,F,26-35,35,0,Pennsylvania,Southern,IT Sector,Food,3,138.58,,
1005905,Michael,P00245642,M,36-45,39,1,Nevada,Southern,Banking,Food,3,138.58,,
1003037,Ethan,P00158842,M,26-35,31,0,Wisconsin,Southern,Construction,Food,1,138.56,,
1002030,Samuel,P00244142,F,26-35,35,1,Michigan,Southern,Banking,Food,1,138.55,,
1004884,Amelia,P00019142,F,36-45,41,1,Oklahoma,Central,Retail,Food,4,138.53,,
1000399,Grace,P00255742,M,36-45,44,1,Montana,Eastern,IT Sector,Food,3,138.53,,
1004682,Mason,P00221042,F,26-35,27,0,Arizona,Central,IT Sector,Food,3,138.52,,
1002843,Matthew,P00142142,M,26-35,28,0,Illinois,Central,Aviation,Food,1,138.52,,
1002843,Megan,P00142142,M,26-35,28,0,Delaware,Central,Aviation,Food,2,138.52,,
1005100,Leo,P00109042,F,51-55,55,0,Connecticut,Central,Chemical,Food,4,138.5,,
1004637,Mason,P00233542,M,36-45,44,0,Mississippi,Northern,Banking,Food,1,138.49,,
1004946,Benjamin,P00058142,M,36-45,44,0,South Carolina,Central,Healthcare,Food,3,138.49,,
1004667,James,P00112442,F,26-35,32,0,Georgia,Southern,Retail,Food,1,138.48,,
1003201,Henry,P00065342,F,46-50,49,0,South Dakota,Central,Govt,Food,2,138.48,,
1000187,Isabella,P00237542,M,46-50,47,0,California,Eastern,Aviation,Food,3,138.44,,
1002014,Zoe,P00110942,F,18-25,24,0,Delaware,Western,Banking,Food,4,138.42,,
1003910,Ethan,P00100742,F,26-35,27,0,Kansas,Western,Textile,Food,4,138.4,,
1001937,David,P00110842,F,26-35,28,1,New Hampshire,Northern,Aviation,Food,2,138.38,,
1000802,Jack,P00197442,F,26-35,29,0,New Hampshire,Southern,Textile,Food,3,138.38,,
1000264,Charlotte,P00053942,F,36-45,36,0,Oregon,Southern,Lawyer,Food,3,138.38,,
1000984,Amelia,P00161542,M,51-55,55,0,New Hampshire,Northern,Media,Food,2,138.37,,
1000702,Lucas,P00273742,F,36-45,43,1,Tennessee,Eastern,Aviation,Food,3,138.36,,
1004227,Ethan,P00040642,F,26-35,32,1,Rhode Island,Central,IT Sector,Food,3,138.34,,
1004026,Mason,P00113142,F,26-35,32,0,Louisiana,Eastern,IT Sector,Food,4,138.31,,
1002436,Zoe,P00147742,F,26-35,28,1,Maryland,Central,Food Processing,Food,2,138.31,,
1001915,Victoria,P00046742,F,51-55,55,0,South Dakota,Northern,Lawyer,Food,4,138.3,,
1005468,Liam,P00009442,F,26-35,31,0,Kansas,Northern,Aviation,Food,3,138.25,,
1002427,Samantha,P00251442,M,26-35,28,0,West Virginia,Central,Lawyer,Food,3,138.24,,
1003588,Michael,P00335042,F,26-35,34,0,North Dakota,Central,Food Processing,Food,2,138.23,,
1004027,Matthew,P00108842,M,26-35,32,1,North Carolina,Central,IT Sector,Food,1,138.19,,
1001803,Henry,P00093342,F,26-35,31,1,Oklahoma,Western,IT Sector,Food,2,138.18,,
1005433,William,P00077042,M,36-45,45,1,West Virginia,Southern,Chemical,Food,2,138.17,,
1005829,Benjamin,P00270842,M,26-35,30,1,Montana,Western,Lawyer,Food,2,138.17,,
1000019,Megan,P00121642,F,0-17,14,0,New Hampshire,Western,Aviation,Food,2,138.16,,
1003988,Michael,P00134942,M,26-35,30,1,West Virginia,Southern,Govt,Food,2,138.14,,
1001812,Sophia,P00305142,M,26-35,34,0,South Dakota,Western,Chemical,Food,2,138.13,,
1004933,Henry,P00303142,F,26-35,32,0,California,Southern,Banking,Food,4,138.13,,
1005671,Ella,P0097242,F,26-35,32,0,Vermont,Western,Healthcare,Food,2,138.12,,
1005191,Matthew,P00241642,M,26-35,34,1,Wyoming,Central,IT Sector,Food,1,138.12,,
1002438,Jack,P00278642,F,36-45,42,0,South Carolina,Western,Govt,Food,2,138.11,,
1002094,Jessica,P00178942,F,36-45,38,1,Utah,Southern,Chemical,Food,1,138.1,,
1002946,James,P00351142,F,36-45,41,1,South Carolina,Southern,Hospitality,Food,3,138.08,,
1004086,Joshua,P00283942,F,0-17,14,0,Kansas,Western,Chemical,Food,2,138.08,,
1003716,Olivia,P00322142,F,18-25,22,1,Colorado,Central,IT Sector,Food,2,138.08,,
1002599,Daniel,P00368642,F,26-35,33,1,Kentucky,Central,Govt,Food,3,138.07,,
1001203,Lucas,P00237142,M,26-35,35,1,Indiana,Western,Aviation,Food,3,138.07,,
1004659,Olivia,P00062842,M,26-35,29,1,Arkansas,Central,IT Sector,Food,3,138.07,,
1004107,Emily,P00226542,M,26-35,34,0,Alaska,Northern,Healthcare,Food,4,138.05,,
1003314,Amelia,P00266642,F,26-35,31,1,Montana,Eastern,IT Sector,Food,4,138.01,,
1003735,Ella,P00182142,F,26-35,34,1,Indiana,Western,Hospitality,Food,3,138.01,,
1004517,Emily,P00351042,M,18-25,19,0,Kansas,Western,Lawyer,Food,2,138,,
1003808,Zoe,P00147742,F,26-35,29,0,New Jersey,Southern,Lawyer,Food,4,137.96,,
1004950,Victoria,P00044442,F,26-35,27,1,Pennsylvania,Southern,Lawyer,Food,4,137.95,,
1001466,Ella,P00192842,M,18-25,22,0,Oklahoma,Eastern,Govt,Food,3,137.94,,
1005653,William,P00201442,F,51-55,52,0,Michigan,Western,Aviation,Food,3,137.94,,
1005585,Lucas,P00121342,F,26-35,32,0,Indiana,Southern,Agriculture,Food,3,137.93,,
1000720,William,P00240042,F,18-25,25,0,Maryland,Western,Food Processing,Food,2,137.9,,
1005564,Jack,P00105142,F,46-50,47,0,Montana,Western,Healthcare,Food,3,137.9,,
1002486,Amelia,P00085042,F,18-25,20,1,Minnesota,Western,Govt,Food,3,137.89,,
1003054,Jessica,P00116242,M,18-25,19,0,Connecticut,Western,Media,Food,2,137.88,,
1001749,Ethan,P00280742,F,26-35,34,0,Nevada,Central,Govt,Food,4,137.88,,
1005253,Daniel,P00112442,M,55+,65,1,Wyoming,Western,Chemical,Food,3,137.83,,
1005655,Amelia,P00003642,M,26-35,31,0,Oklahoma,Northern,Media,Food,1,137.83,,
1002592,Alexander,P00180342,F,51-55,52,1,Arkansas,Central,Hospitality,Food,2,137.77,,
1005001,Lucas,P00175642,M,26-35,34,0,Nebraska,Northern,Retail,Food,4,137.76,,
1001040,Ella,P00051442,M,26-35,26,0,Michigan,Western,Healthcare,Food,2,137.76,,
1004049,Isabella,P00042542,F,46-50,50,0,Mississippi,Western,Automobile,Food,4,137.75,,
1000919,Alexander,P00145442,M,36-45,39,0,Michigan,Central,Govt,Food,1,137.75,,
1000714,Charlotte,P00061142,F,18-25,18,0,Colorado,Western,IT Sector,Food,3,137.75,,
1003622,Jessica,P00350942,F,18-25,19,0,Georgia,Central,Banking,Food,2,137.75,,
1005060,Benjamin,P00130642,F,46-50,49,0,Connecticut,Central,Food Processing,Food,3,137.75,,
1002862,Christopher,P00101942,F,46-50,46,1,New Mexico,Central,IT Sector,Food,4,137.74,,
1000202,Charlotte,P00237642,F,18-25,23,1,Missouri,Central,IT Sector,Food,1,137.71,,
1002541,Samantha,P00051942,M,36-45,38,1,Kansas,Northern,Automobile,Food,2,137.69,,
1005387,Alexander,P00336742,M,26-35,32,0,Delaware,Eastern,Food Processing,Food,3,137.68,,
1000936,Emily,P00068942,F,18-25,24,1,North Carolina,Southern,IT Sector,Food,1,137.65,,
1004062,Jessica,P00044442,F,26-35,30,0,West Virginia,Central,Banking,Food,2,137.65,,
1003483,Victoria,P00117442,M,46-50,50,0,New Jersey,Central,Agriculture,Food,4,137.65,,
1001960,Alexander,P00015742,F,46-50,48,0,Nevada,Western,Chemical,Food,2,137.65,,
1003067,Charlotte,P00121142,M,26-35,35,0,New Mexico,Central,IT Sector,Food,2,137.64,,
1003261,Daniel,P00032042,F,46-50,49,1,Wyoming,Southern,Banking,Food,4,137.64,,
1002732,James,P00317842,F,46-50,48,1,Louisiana,Central,Govt,Food,1,137.63,,
1004243,Isabella,P00034042,F,55+,68,0,Arkansas,Western,Automobile,Food,1,137.62,,
1002288,Liam,P00110742,F,0-17,16,1,New York,Central,Govt,Food,4,137.62,,
1002088,Samuel,P00145742,F,51-55,52,1,Mississippi,Central,Banking,Food,2,137.58,,
1000151,Christopher,P00058442,M,26-35,29,1,Oklahoma,Northern,Food Processing,Food,4,137.58,,
1001753,Liam,P00295442,F,36-45,43,1,North Dakota,Central,Govt,Food,2,137.58,,
1004626,Benjamin,P00044142,F,26-35,33,0,Massachusetts,Southern,Healthcare,Food,2,137.57,,
1002043,Benjamin,P00256842,F,26-35,34,0,Virginia,Southern,Lawyer,Food,3,137.54,,
1000710,Grace,P00284642,F,26-35,26,0,Louisiana,Central,Media,Food,2,137.52,,
1001903,Sophia,P00249542,F,36-45,42,0,Delaware,Western,IT Sector,Food,2,137.51,,
1000080,Megan,P00318742,F,55+,56,0,New Mexico,Central,Govt,Food,2,137.51,,
1004488,John,P00222042,F,36-45,45,1,Arkansas,Eastern,Media,Food,3,137.5,,
1002986,Amelia,P00366442,F,26-35,32,1,New Hampshire,Southern,Govt,Food,3,137.5,,
1001025,Isabella,P00334242,F,26-35,30,0,Maryland,Western,Banking,Food,1,137.5,,
1001057,Ethan,P00346042,F,46-50,50,0,South Carolina,Central,Aviation,Food,4,137.5,,
1004127,Jessica,P00000242,F,51-55,51,1,Georgia,Central,Aviation,Food,4,137.48,,
1003401,Samuel,P00256642,F,36-45,45,0,New Mexico,Southern,Chemical,Food,1,137.45,,
1002346,Daniel,P00145042,M,0-17,12,0,Oregon,Central,Lawyer,Food,4,137.45,,
1003326,Alexander,P00119542,F,46-50,49,1,New York,Southern,Banking,Food,2,137.4,,
1004458,Amelia,P00074242,M,26-35,31,0,Colorado,Central,Chemical,Food,4,137.4,,
1004480,Megan,P00145442,F,26-35,34,0,North Dakota,Central,Retail,Food,4,137.36,,
1001015,Lucas,P00120742,F,36-45,38,0,Vermont,Northern,Chemical,Food,4,137.36,,
1001920,Victoria,P00271042,M,36-45,41,0,Montana,Eastern,Aviation,Food,4,137.35,,
1004336,Lucas,P00232042,M,26-35,35,0,Ohio,Central,Lawyer,Food,2,137.35,,
1000690,Grace,P00289342,F,26-35,27,0,Oklahoma,Eastern,Food Processing,Food,3,137.29,,
1000168,Olivia,P00035542,M,51-55,52,0,Washington,Central,Chemical,Food,1,137.29,,
1004041,Leo,P00208742,F,18-25,24,1,New Mexico,Southern,Banking,Food,4,137.29,,
1005473,Emily,P00084842,F,26-35,28,0,New Mexico,Central,IT Sector,Food,3,137.27,,
1003401,Zoe,P00121142,F,36-45,41,0,Massachusetts,Central,Aviation,Food,2,137.27,,
1004155,Samuel,P00127742,F,51-55,52,1,Ohio,Central,IT Sector,Food,4,137.27,,
1001694,Jessica,P00070242,F,26-35,34,0,New Jersey,Eastern,Retail,Food,4,137.24,,
1003518,Michael,P00293342,M,18-25,19,1,New Hampshire,Southern,Healthcare,Food,1,137.24,,
1001228,Charlotte,P00302342,F,26-35,32,0,Arizona,Southern,Banking,Food,3,137.24,,
1004607,Samantha,P00295942,F,26-35,27,1,Georgia,Central,Food Processing,Food,3,137.24,,
1004289,Isabella,P00196442,F,36-45,36,0,Colorado,Eastern,Healthcare,Food,3,137.22,,
1002183,Christopher,P00090842,M,55+,65,0,New Hampshire,Southern,Automobile,Food,2,137.18,,
1005421,Jessica,P0099442,M,36-45,36,0,North Carolina,Central,Automobile,Food,4,137.18,,
1004655,Matthew,P00115542,M,26-35,35,1,Louisiana,Southern,Govt,Food,1,137.17,,
1005623,Benjamin,P00193142,F,26-35,35,1,Illinois,Central,Retail,Food,2,137.16,,
1002453,Madison,P00104942,F,26-35,28,1,Maryland,Central,Govt,Food,2,137.16,,
1004705,Sarah,P00051442,M,18-25,21,0,Utah,Northern,Govt,Food,4,137.16,,
1005659,Samantha,P00130642,F,26-35,29,1,Arizona,Central,Banking,Food,3,137.15,,
1004725,Charlotte,P00197042,F,36-45,43,0,Florida,Central,Media,Food,2,137.15,,
1001861,Joshua,P00262542,F,51-55,55,0,New Mexico,Southern,Govt,Food,1,137.11,,
1005365,Liam,P00265242,F,18-25,22,0,Iowa,Central,Aviation,Food,3,137.1,,
1000003,Lucas,P00058042,F,26-35,35,0,Indiana,Central,Govt,Food,3,137.1,,
1004461,Jessica,P00045442,F,26-35,26,1,Delaware,Western,Lawyer,Food,2,137.09,,
1005917,Leo,P00118442,M,51-55,54,0,Rhode Island,Central,Banking,Food,4,137.06,,
1004406,Jack,P00269542,F,26-35,35,1,Utah,Western,Banking,Food,3,137.06,,
1003716,Daniel,P0095642,M,18-25,23,0,Oregon,Eastern,IT Sector,Food,4,137.04,,
1005021,Sarah,P00031042,F,51-55,55,0,Wisconsin,Eastern,Aviation,Food,1,137.03,,
1001150,Alexander,P00001842,M,26-35,30,0,Wisconsin,Central,Aviation,Food,4,137.03,,
1003760,James,P00079142,F,51-55,54,1,Kentucky,Western,Govt,Food,1,137,,
1004771,Isabella,P00111942,M,26-35,35,0,California,Northern,Textile,Food,4,137,,
1003521,Leo,P00209842,F,26-35,28,1,Illinois,Central,IT Sector,Food,3,136.97,,
1001757,Samantha,P00006942,F,26-35,31,1,Nebraska,Central,Lawyer,Food,3,136.97,,
1004543,Megan,P00002442,F,26-35,34,1,Missouri,Central,Aviation,Food,3,136.96,,
1002242,Charlotte,P00320942,F,18-25,25,1,South Dakota,Central,IT Sector,Food,4,136.96,,
1004501,Sarah,P00086442,F,26-35,35,0,Arizona,Central,Healthcare,Food,3,136.96,,
1003017,John,P00321742,M,36-45,39,0,Kentucky,Eastern,Chemical,Food,4,136.93,,
1003437,Emily,P00319042,M,26-35,27,0,Wisconsin,Eastern,Govt,Food,1,136.92,,
1001835,Olivia,P0098142,F,26-35,26,0,Iowa,Southern,Banking,Food,2,136.92,,
1002866,Lucas,P00157642,F,26-35,32,0,Georgia,Western,IT Sector,Food,3,136.92,,
1004401,Samantha,P00202242,F,18-25,22,0,Arkansas,Southern,Aviation,Food,4,136.91,,
1003683,William,P00328642,F,26-35,28,1,Virginia,Western,Healthcare,Food,3,136.87,,
1003546,Charlotte,P00128942,M,26-35,31,0,Georgia,Eastern,Construction,Food,2,136.86,,
1000123,Ethan,P00125842,F,36-45,43,0,Florida,Southern,Media,Food,1,136.86,,
1004064,Grace,P00107542,F,46-50,47,1,Missouri,Central,Govt,Food,2,136.84,,
1005623,James,P00282842,F,26-35,31,0,Kentucky,Western,IT Sector,Food,1,136.81,,
1000092,Alexander,P00274342,M,18-25,18,1,Virginia,Southern,Banking,Food,2,136.8,,
